game_id	game_date	away_team_id	away_team_name	away_team_minutes	away_team_fgm	away_team_fga	away_team_three_fgm	away_team_three_fga	away_team_ft	away_team_fta	away_team_pts	away_team_offreb	away_team_defreb	away_team_totreb	away_team_ast	away_team_to	away_team_stl	away_team_blk	away_team_fouls	home_team_id	home_team_name	home_team_minutes	home_team_fgm	home_team_fga	home_team_three_fgm	home_team_three_fga	home_team_ft	home_team_fta	home_team_pts	home_team_offreb	home_team_defreb	home_team_totreb	home_team_ast	home_team_to	home_team_stl	home_team_blk	home_team_fouls	neutral_site
2687754	11/8/13	660	SIUE	200:00:00	25	64	9	25	6	9	65	15	19	34	10	23	6	1	24	31	Arkansas	200:00:00	33	64	8	16	25	35	99	16	26	42	14	13	8	8	14	0
2686082	11/8/13	439	Monmouth	200:00:00	30	71	10	26	18	27	88	19	29	48	18	11	6	3	22	283	Hofstra	200:00:00	28	66	9	31	19	27	84	14	26	40	14	12	3	4	20	0
2687136	11/8/13	0	Martin Methodist	200:00:00	22	60	5	13	13	17	62	12	25	37	9	17	7	5	16	625	Samford	200:00:00	29	67	7	22	14	19	79	16	30	46	21	14	7	2	17	0
2697336	11/8/13	17	Alcorn	200:00:00	21	58	9	26	10	15	61	4	22	26	9	18	1	3	29	169	Creighton	200:00:00	35	63	11	24	26	36	107	10	35	45	25	6	12		18	0
2697322	11/8/13	165	Coppin St.	200:00:00	23	69	9	30	9	13	64	12	25	37	9	6	5	3	16	107	California	200:00:00	32	67	9	26	10	20	83	14	37	51	23	7	4	8	14	0
2698913	11/8/13	752	Wash. & Lee	200:00:00	22	54	6	20	14	21	64	7	9	16	12	14	5	1	20	1068	Elon	200:00:00	41	57	12	21	20	23	114	10	27	37	19	13	11	2	17	0
2715633	11/8/13	167	Cornell	200:00:00	22	54	10	32	6	8	60	7	19	26	13	17	4	3	16	688	Syracuse	200:00:00	30	56	10	20	12	18	82	11	27	38	19	14	12	6	13	0
2697467	11/8/13	228	Florida A&M;	200:00:00	30	75	7	20	17	26	84	20	17	37	11	20	11	5	30	587	Rutgers	200:00:00	31	64	6	19	24	35	92	20	30	50	13	16	9	6	23	0
2697460	11/8/13	67	Boston College	225:00:00	26	51	6	15	20	24	78	2	18	20	11	17	3	1	27	556	Providence	225:00:00	24	56	4	15	30	36	82	11	25	36	13	16	7	4	28	0
2697693	11/8/13	0	Columbia (SC)	200:00:00	27	74	11	38	9	13	74	11	24	35	14	17	5	1	28	253	Ga. Southern	200:00:00	38	67	7	22	27	43	110	12	38	50	18	11	10	2	17	0
2689213	11/8/13	454	Murray St.	200:00:00	21	59	5	18	27	39	74	13	22	35	10	10	10	6	29	735	Valparaiso	200:00:00	24	55	3	13	26	38	77	14	30	44	9	16	6	3	24	0
2687713	11/8/13	173	Davidson	200:00:00	26	62	3	21	22	25	77	13	18	31	4	10	2		23	193	Duke	200:00:00	38	54	13	21	22	32	111	3	24	27	16	4	7	6	21	0
2697487	11/8/13	8	Alabama	200:00:00	29	61	3	15	12	17	73	15	22	37	4	14	6	2	22	522	Oklahoma	200:00:00	28	63	7	21	19	25	82	17	21	38	16	9	7	5	18	1
2688885	11/8/13	599	St. Francis Brooklyn	225:00:00	22	60	7	24	15	23	66	14	31	45	11	17	6	4	27	415	Miami (FL)	225:00:00	19	61		15	24	31	62	15	28	43	5	13	7	3	20	0
2688880	11/8/13	758	Weber St.	200:00:00	26	66	6	18	14	21	72	10	30	40	9	10	3	7	17	77	BYU	200:00:00	32	72	3	9	14	20	81	13	33	46	18	7	4	5	20	0
2684378	11/8/13	1192	Manchester	200:00:00	19	56	7	27	4	8	49	5	23	28	13	22	3	1	20	129	Central Mich.	200:00:00	36	74	7	28	22	28	101	17	35	52	19	8	17	1	11	0
2703736	11/8/13	721	Air Force	200:00:00	26	49	10	15	17	26	79	10	30	40	11	18	8	4	18	725	Army West Point	200:00:00	23	68	12	44	10	13	68	14	20	34	16	13	4	5	24	1
2687993	11/8/13	159	Columbus St.	200:00:00	23	66	4	23	6	11	56	18	23	41	10	15	4	4	16	9	UAB	200:00:00	31	70	8	26	6	10	76	18	29	47	16	12	8	4	15	0
2740248	11/8/13	0	Hope Int'l	200:00:00	25	52	10	20	14	18	74	6	22	28	22	17	3	1	25	101	CSUN	200:00:00	26	58	2	8	32	33	86	10	23	33	15	8	12	3	21	0
2717273	11/8/13	391	UMBC	200:00:00	22	61	6	23	11	25	61	11	24	35	12	16	8	1	30	28	Arizona St.	200:00:00	27	57	9	23	33	44	96	13	37	50	15	11	10	6	21	0
2697385	11/8/13	352	Lehigh	200:00:00	22	61	8	29	10	14	62	14	21	35	10	16	6	4	18	428	Minnesota	200:00:00	27	59	9	25	18	21	81	12	26	38	19	12	11	4	15	0
2697389	11/8/13	655	Southeastern La.	200:00:00	21	62	7	28	4	6	53	8	18	26	17	9	2	5	22	434	Missouri	200:00:00	31	57	12	23	15	27	89	13	34	47	14	9	5	5	14	0
2686553	11/8/13	632	Savannah St.	200:00:00	20	64	5	20	10	14	55	16	12	28	9	17	6	3	27	545	Pittsburgh	200:00:00	26	52	7	15	29	38	88	16	31	47	16	16	7	5	21	0
2689233	11/8/13	366	Louisiana Tech	200:00:00	24	53	4	17	18	30	70	11	17	28	13	6	9	5	23	610	St. Mary's (CA)	200:00:00	29	55	7	14	18	24	83	12	26	38	15	14	2	3	23	0
2749313	11/8/13	817	Youngstown St.	200:00:00	24	60	6	18	19	21	73	12	28	40	10	13	8	4	21	1157	Kennesaw St.	200:00:00	18	52	4	16	17	25	57	9	25	34	9	19	5	2	19	0
