game_id	game_date	away_team_id	away_team_name	away_team_minutes	away_team_fgm	away_team_fga	away_team_three_fgm	away_team_three_fga	away_team_ft	away_team_fta	away_team_pts	away_team_offreb	away_team_defreb	away_team_totreb	away_team_ast	away_team_to	away_team_stl	away_team_blk	away_team_fouls	home_team_id	home_team_name	home_team_minutes	home_team_fgm	home_team_fga	home_team_three_fgm	home_team_three_fga	home_team_ft	home_team_fta	home_team_pts	home_team_offreb	home_team_defreb	home_team_totreb	home_team_ast	home_team_to	home_team_stl	home_team_blk	home_team_fouls	neutral_site
3507025	11/14/14	797	Milwaukee	200:00:00	30	59	7	21	6	14	73	9	23	32	13	12	7	5	28	37	Auburn	200:00:00	24	52	7	14	28	39	83	11	24	35	9	12	6	1	17	0
3506847	11/14/14	0	Huston-Tillotson	200:00:00	25	66	4	19	20	29	74	17	19	36	15	20	11	5	26	706	UTSA	200:00:00	32	65	5	15	23	29	92	16	29	45	16	21	10		23	0
3512265	11/14/14	574	Rice	200:00:00	16	52	8	29	14	15	54	5	22	27	10	11	7	2	20	528	Oregon St.	200:00:00	24	54	4	11	15	20	67	12	32	44	19	13	5	7	14	0
3512261	11/14/14	625	Samford	200:00:00	15	66	3	20	7	11	40	13	21	34	9	12	8	2	24	559	Purdue	200:00:00	26	47	9	21	19	31	80	8	37	45	21	16	6	9	16	0
3515934	11/14/14	0	Aub.-Montgomery	200:00:00	21	56	7	21	15	24	64	7	22	29	6	15	7	3	26	7	Alabama St.	200:00:00	38	73	10	23	19	27	105	18	34	52	16	11	8	3	18	0
3507009	11/14/14	100	Cal St. L.A.	200:00:00	27	58	4	9	9	16	67	6	21	27	12	11	7	2	23	610	St. Mary's (CA)	200:00:00	23	52	14	34	17	32	77	16	30	46	18	18	5	2	15	0
3507004	11/14/14	158	Columbia	200:00:00	21	48	10	24	4	13	56	9	25	34	13	13	7	3	25	683	Stony Brook	200:00:00	22	54	3	9	10	21	57	15	22	37	10	9	5	1	13	0
3512249	11/14/14	62	Binghamton	200:00:00	13	49	3	17	10	13	39	10	25	35	4	19		2	18	513	Notre Dame	200:00:00	32	58	8	22	10	18	82	8	29	37	16	7	14	3	18	0
3506738	11/14/14	0	Hillsdale Baptist	200:00:00	16	45		13	29	39	61	8	22	30	3	22	2	2	20	2	Abilene Christian	200:00:00	39	69	12	25	11	16	101	11	28	39	24	14	14	1	31	0
3506733	11/14/14	514	Oakland	200:00:00	29	56	9	24	15	20	82	6	23	29	21	13	4		27	311	Iowa St.	200:00:00	30	58	7	16	26	37	93	10	25	35	18	8	6		17	0
3506730	11/14/14	14927	Belmont	200:00:00	24	51	3	15	19	26	70	11	26	37	5	21	7	2	24	810	Wright St.	200:00:00	24	60	5	23	20	32	73	15	20	35	10	14	6	4	23	0
3506883	11/14/14	2707	UMKC	200:00:00	20	54	6	14	23	29	69	15	28	43	9	15	6	1	18	434	Missouri	200:00:00	24	63	5	23	8	16	61	17	21	38	10	17	10	6	25	0
3508673	11/14/14	30134	Black Hills St.	200:00:00	20	47	9	26	13	18	62	9	20	29	10	14	2	2	24	502	Northern Colo.	200:00:00	31	60	4	14	17	21	83	13	23	36	12	6	8	3	17	0
3510264	11/14/14	290	Howard	200:00:00	18	63	2	18	11	21	49	20	23	43	5	17	10	3	22	415	Miami (FL)	200:00:00	27	59	9	23	21	25	84	13	30	43	15	13	12	5	20	0
3512224	11/14/14	253	Ga. Southern	200:00:00	23	64	9	30	16	20	71	16	25	41	15	16	5	2	27	301	Illinois	200:00:00	23	56	7	19	27	34	80	9	25	34	11	9	5	5	20	0
3512227	11/14/14	315	Jacksonville St.	200:00:00	20	54	10	29	5	12	55	9	26	35	11	17	7	2	18	388	Marshall	200:00:00	28	56	8	22	10	14	74	5	29	34	19	10	8	2	17	0
3512229	11/14/14	748	Wagner	200:00:00	18	67	3	23	9	18	48	17	18	35	5	11	5	3	32	392	Maryland	200:00:00	24	44	7	14	27	41	82	10	34	44	9	14	2	6	19	0
3511550	11/14/14	428	Minnesota	200:00:00	22	55	4	18	20	33	68	9	26	35	12	18	6		32	367	Louisville	200:00:00	23	50	6	16	29	42	81	8	29	37	11	15	11	1	28	1
3512205	11/14/14	2678	Ark.-Pine Bluff	200:00:00	19	53	5	19	14	23	57	10	18	28	9	16	11	3	20	277	Hawaii	200:00:00	31	67	8	24	15	20	85	18	28	46	20	17	10	3	19	0
3510014	11/14/14	0	Bethesda Christian	200:00:00	17	63	4	20	6	15	44	9	25	34	11	8	12		14	630	San Jose St.	200:00:00	24	54	8	19	11	16	67	9	43	52	19	18	3	5	18	0
3506773	11/14/14	0	Tenn. Temple	200:00:00	20	55	5	24	10	16	55	7	22	29	6	25	4		26	254	Georgia St.	200:00:00	40	64	13	21	22	35	115	9	30	39	27	10	15	3	17	0
3506771	11/14/14	99	Long Beach St.	200:00:00	33	61	13	22	11	20	90	11	18	29	15	18	10	3	25	77	BYU	200:00:00	28	54	11	24	28	33	95	9	24	33	19	17	6	3	22	0
3506778	11/14/14	600	Saint Francis (PA)	200:00:00	12	40	4	16	9	18	37	7	20	27	7	21	7		14	140	Cincinnati	200:00:00	21	46	2	14	8	11	52	7	26	33	12	17	11	4	18	0
3513684	11/14/14	101	CSUN	200:00:00	24	58	2	6	8	15	58	15	19	34	11	17	8	3	19	626	San Diego St.	200:00:00	28	56	6	20	17	26	79	15	22	37	15	12	11	7	15	0
3506901	11/14/14	191	Drexel	200:00:00	16	55	7	29	9	14	48	8	26	34	7	12	5	5	23	157	Colorado	200:00:00	22	52	4	13	17	24	65	8	35	43	10	14	6	3	16	0
3506902	11/14/14	505	Northern Ky.	200:00:00	14	53	2	16	1	5	31	6	22	28	4	10	5	1	19	796	Wisconsin	200:00:00	23	47	4	17	12	20	62	7	35	42	13	9	3	5	9	0
3506758	11/14/14	0	Wayland Baptist	200:00:00	31	74	11	33	7	9	80	16	27	43	18	17	5		23	536	Tex.-Pan American	200:00:00	33	65	7	14	15	28	88	14	27	41	18	12	4	4	11	0
3506750	11/14/14	1104	Grand Canyon	200:00:00	15	48	7	15	8	16	45	9	12	21	8	21	5	3	20	334	Kentucky	200:00:00	34	70	3	14	14	19	85	24	27	51	13	13	8	10	16	0
