game_id	game_date	away_team_id	away_team_name	away_team_minutes	away_team_fgm	away_team_fga	away_team_three_fgm	away_team_three_fga	away_team_ft	away_team_fta	away_team_pts	away_team_offreb	away_team_defreb	away_team_totreb	away_team_ast	away_team_to	away_team_stl	away_team_blk	away_team_fouls	home_team_id	home_team_name	home_team_minutes	home_team_fgm	home_team_fga	home_team_three_fgm	home_team_three_fga	home_team_ft	home_team_fta	home_team_pts	home_team_offreb	home_team_defreb	home_team_totreb	home_team_ast	home_team_to	home_team_stl	home_team_blk	home_team_fouls	neutral_site
519410	11/7/11	786	William & Mary	200:00:00	22	48	11	32	4	4	59	6	29	35	13	21	1	3	19	603	St. John's (NY)	200:00:00	29	59	4	15	12	25	74	9	20	29	13	4	12	3	12	0
519250	11/7/11	202	Eastern Ky.	200:00:00	26	65	10	33	4	6	66	7	22	29	11	10	6	1	18	430	Mississippi St.	200:00:00	28	58	8	22	12	19	76	11	32	43	16	14	9	6	9	0
519330	11/7/11	735	Valparaiso	200:00:00	21	52	5	20	17	24	64	8	24	32	15	18	4	1	23	29	Arizona	200:00:00	23	48	4	11	23	32	73	6	28	34	12	15	10	2	21	0
521070	11/9/11	194	Duquesne	200:00:00	19	58	4	25	17	26	59	13	19	32	9	10	8	1	26	29	Arizona	200:00:00	19	44	6	17	23	34	67	11	32	43	13	20	4	3	19	0
521090	11/9/11	355	Liberty	200:00:00	21	63	5	21	12	15	59	11	18	29	16	10	4	0	21	697	Texas A&M;	200:00:00	34	52	1	7	12	22	81	6	33	39	21	13	4	4	17	0
520691	11/9/11	352	Lehigh	200:00:00	27	65	8	26	11	13	73	17	19	36	14	16	5	1	31	603	St. John's (NY)	200:00:00	23	42	2	9	30	44	78	6	22	28	7	14	11	4	17	0
524935	11/9/11	5	Akron	200:00:00	30	62	2	10	6	8	68	11	23	34	6	15	8	6	22	430	Mississippi St.	200:00:00	19	55	2	13	18	25	58	18	23	41	5	19	4	5	12	0
967370	11/10/11	377	MacMurray	200:00:00	20	50	6	21	9	12	55	7	21	28	14	24	8	4	21	660	SIUE	200:00:00	22	55	5	17	20	29	69	15	24	39	11	18	11	3	16	0
524494	11/11/11	207	Eastern Wash.	200:00:00	23	61	13	29	10	11	69	11	18	29	13	15	8	5	33	260	Gonzaga	200:00:00	19	51	3	13	36	51	77	22	28	50	11	18	7	4	11	0
524495	11/11/11	398	MIT	200:00:00	19	41	3	11	8	10	49	6	25	31	11	22	4	2	15	275	Harvard	200:00:00	31	58	8	21	6	11	76	6	17	23	13	6	10	9	12	0
