player_id	player_name	team_id	team_name	jersey	year	pos	height	played	started	minutes	fgm	fga	fgpct	three_fgm	three_fga	three_fgpct	ft	fta	ftpct	pts	ptsavg	offreb	defreb	totreb	rebavg	ast	to	stl	blk	fouls	dbldbl	trpdbl
1400671	Murphy, Billy	342	Lafayette	44	Jr	F	6-9	10	0	17:00	3	8	37.50	2	5	40.00	 	 		8	0.80	 	1	1	0.10	1	1	1	 	1	 	 
1288822	Arceneaux, Reggie	810	Wright St.	3	Sr	G	5-9	31	21	821:00	82	230	35.65	44	134	32.84	19	26	73.08	227	7.32	7	43	50	1.61	66	32	22	 	33	 	 
1619158	Karena, Michael	810	Wright St.	14	Jr	C	6-10	31	30	699:00	121	224	54.02	 	 		36	71	50.70	278	8.97	49	64	113	3.65	16	60	15	10	113	 	 
1619157	Benzinger, Grant	810	Wright St.	13	Fr	G	6-3	31	14	722:00	99	214	46.26	59	137	43.07	25	37	67.57	282	9.10	18	72	90	2.90	22	21	10	5	75	 	 
1508542	Hopkins, Chrishawn	810	Wright St.	20	Sr	G	6-1	29	22	817:00	82	198	41.41	19	55	34.55	64	89	71.91	247	8.52	12	74	86	2.97	81	60	18	3	42	 	 
1619155	Mitchell, Justin	810	Wright St.	5	Fr	G	6-4	28	12	480:00	46	98	46.94	 	 		35	52	67.31	127	4.54	16	64	80	2.86	32	20	25	5	49	1	 
1619161	Davis, Roderick	810	Wright St.	35	Fr	F	6-8	28	5	287:00	21	37	56.76	 	 		5	14	35.71	47	1.68	10	28	38	1.36	4	18	2	11	50	 	 
1619160	Thomasson, Joe	810	Wright St.	32	Jr	G	6-4	28	23	872:00	94	191	49.21	18	59	30.51	74	95	77.89	280	10.00	30	123	153	5.46	90	53	24	25	84	 	 
1508543	Howell, Mark	810	Wright St.	10	So	G	5-10	26	0	231:00	11	38	28.95	2	15	13.33	14	17	82.35	38	1.46	2	10	12	0.46	20	11	9	 	13	 	 
1619156	Evans, Grant	810	Wright St.	12	Fr	G	6-3	21	0	241:00	14	57	24.56	9	37	24.32	1	4	25.00	38	1.81	4	14	18	0.86	15	15	7	 	27	 	 
1396714	Yoho, JT	810	Wright St.	11	Jr	F	6-6	16	14	531:00	89	209	42.58	24	73	32.88	48	60	80.00	250	15.62	19	84	103	6.44	33	37	12	4	32	2	 
1447324	Davis, Steven	810	Wright St.	0	So	F	6-7	14	7	287:00	36	80	45.00	7	32	21.88	21	32	65.62	100	7.14	15	31	46	3.29	10	24	11	3	45	 	 
1396717	Collie, Daniel	810	Wright St.	2	Jr	G	5-11	10	2	85:00	2	7	28.57	1	4	25.00	 	 		5	0.50	1	4	5	0.50	6	3	5	 	12	 	 
1288826	Griffin, Kendall	810	Wright St.	15	Sr	G	6-4	8	5	170:00	17	34	50.00	10	23	43.48	23	28	82.14	67	8.38	4	16	20	2.50	12	15	8	9	16	 	 
1619159	Stacey, Trey	810	Wright St.	21	Fr	G	6-4	6	0	7:00	1	2	50.00	1	2	50.00	 	 		3	0.50	 	 	 		 	1	 	 	1	 	 
1398119	Cooke Jr., Derek	811	Wyoming	11	Sr	F	6-9	30	30	786:00	107	146	73.29	1	1	100.00	41	78	52.56	256	8.53	44	130	174	5.80	30	46	27	30	65	4	 
1398118	Adams, Josh	811	Wyoming	14	Jr	G	6-2	30	29	972:00	122	271	45.02	41	121	33.88	100	132	75.76	385	12.83	16	78	94	3.13	110	78	42	5	62	 	 
1398122	McManamen, Jason	811	Wyoming	23	So	G	6-5	30	4	528:00	44	109	40.37	24	72	33.33	5	12	41.67	117	3.90	5	42	47	1.57	31	8	11	 	42	 	 
1622340	Hankerson Jr., Charles	811	Wyoming	01	Sr	G	6-4	29	29	819:00	69	186	37.10	33	104	31.73	23	50	46.00	194	6.69	12	85	97	3.34	79	42	30	 	58	 	 
1289268	Grabau, Riley	811	Wyoming	02	Sr	G	6-2	29	29	975:00	65	171	38.01	51	139	36.69	74	78	94.87	255	8.79	5	53	58	2.00	65	39	6	3	43	 	 
1289270	Nance Jr., Larry	811	Wyoming	22	Sr	F	6-8	26	26	880:00	152	284	53.52	9	29	31.03	101	129	78.29	414	15.92	34	158	192	7.38	64	50	35	31	53	7	 
1509646	Herndon, Alan	811	Wyoming	32	Fr	F	6-9	26	2	421:00	35	72	48.61	4	22	18.18	16	25	64.00	90	3.46	15	48	63	2.42	15	18	6	12	27	 	 
1622342	Lieberman, Jeremy	811	Wyoming	00	Fr	G	6-1	24	0	223:00	11	41	26.83	5	27	18.52	7	10	70.00	34	1.42	3	11	14	0.58	20	12	9	1	18	 	 
1622333	Aka Gorski, Alexander	811	Wyoming	03	Fr	G	6-5	18	0	163:00	13	42	30.95	8	30	26.67	8	16	50.00	42	2.33	8	5	13	0.72	2	8	2	 	10	 	 
1289269	Bentz, Jack	811	Wyoming	13	Sr	G	6-1	17	1	130:00	2	15	13.33	 	5	0.00	3	4	75.00	7	0.41	1	15	16	0.94	19	6	3	 	5	 	 
1398123	Sellers, Matt	811	Wyoming	41	Sr	F	6-10	15	0	141:00	21	31	67.74	 	 		9	15	60.00	51	3.40	8	17	25	1.67	7	13	1	6	17	 	 
1622334	Barnes, Jonathan	811	Wyoming	21	Fr	C	6-10	13	0	62:00	7	14	50.00	 	 		6	10	60.00	20	1.54	4	10	14	1.08	1	5	1	4	6	 	 
1630762	Bluiett, Trevon	812	Xavier	5	Fr	F	6-6	37	32	1051:00	133	315	42.22	45	138	32.61	97	130	74.62	408	11.03	52	104	156	4.22	71	51	23	2	83	1	 
1400936	Reynolds, Jalen	812	Xavier	1	So	F	6-10	37	3	750:00	152	246	61.79	 	1	0.00	63	95	66.32	367	9.92	69	155	224	6.05	13	44	21	36	115	2	 
1268371	Davis, Dee	812	Xavier	11	Sr	G	6-0	37	37	1216:00	111	275	40.36	35	109	32.11	75	104	72.12	332	8.97	12	78	90	2.43	221	89	48	1	88	 	 
1400940	Stainbrook, Matt	812	Xavier	40	Sr	C	6-10	37	37	987:00	173	282	61.35	1	5	20.00	107	140	76.43	454	12.27	73	184	257	6.95	89	73	22	24	93	5	 
1400937	Farr, James	812	Xavier	2	Jr	F	6-10	37	26	578:00	64	150	42.67	13	45	28.89	15	32	46.88	156	4.22	49	148	197	5.32	15	39	13	29	64	1	 
1630760	Abell, Remy	812	Xavier	10	Jr	G	6-4	37	34	1020:00	108	221	48.87	39	95	41.05	57	80	71.25	312	8.43	12	63	75	2.03	46	33	22	3	45	 	 
1400938	Davis, Myles	812	Xavier	15	So	G	6-2	36	12	967:00	109	277	39.35	63	164	38.41	102	117	87.18	383	10.64	11	77	88	2.44	77	49	32	 	67	 	 
1630764	Macura, J.P.	812	Xavier	55	Fr	G	6-5	35	3	462:00	62	150	41.33	32	95	33.68	32	42	76.19	188	5.37	15	27	42	1.20	22	33	26	3	50	 	 
1630761	Austin Jr., Larry	812	Xavier	0	Fr	G	6-2	26	1	111:00	7	14	50.00	 	 		3	4	75.00	17	0.65	1	10	11	0.42	6	11	5	 	15	 	 
1630765	O'Mara, Sean	812	Xavier	54	Fr	F	6-10	25	0	106:00	14	25	56.00	 	 		9	19	47.37	37	1.48	9	8	17	0.68	5	4	2	7	16	 	 
1512728	Randolph, Brandon	812	Xavier	3	So	G	6-2	23	0	224:00	20	44	45.45	6	11	54.55	2	6	33.33	48	2.09	4	19	23	1.00	25	12	7	1	13	 	 
1630766	Sumner, Edmond	812	Xavier	4	Fr	G	6-5	6	0	40:00	2	10	20.00	 	3	0.00	4	6	66.67	8	1.33	2	3	5	0.83	6	5	2	 	9	 	 
1512729	Stainbrook, Tim	812	Xavier	21	So	F	6-6	4	0	5:00	 	1		 	 		 	 		 		1	 	1	0.25	 	 	 	 	1	 	 
1630776	Mitchell, Andrew	812	Xavier	24	Sr	G	5-10	3	0	4:00	 	 		 	 		 	 		 		 	1	1	0.33	 	 	 	 	 	 	 
1412659	Coker, Kevin	812	Xavier	32	Jr	F	6-6	3	0	4:00	1	1	100.00	 	 		 	 		2	0.67	 	 	 		 	 	 	 	 	 	 
1182639	Kelley, Greg	813	Yale	32	Sr	F	6-8	32	5	418:00	52	126	41.27	25	74	33.78	19	24	79.17	148	4.62	28	52	80	2.50	15	17	9	12	69	 	 
1293390	Duren, Javier	813	Yale	20	Sr	G	6-4	32	32	1004:00	132	328	40.24	52	143	36.36	131	167	78.44	447	13.97	26	150	176	5.50	126	87	41	9	80	2	 
1293392	Cotton, Armani	813	Yale	12	Sr	G	6-7	32	32	832:00	69	171	40.35	38	104	36.54	32	48	66.67	208	6.50	49	132	181	5.66	38	38	21	8	73	2	 
1413091	Montague, Jack	813	Yale	04	Jr	G	6-0	32	32	949:00	90	227	39.65	67	154	43.51	20	30	66.67	267	8.34	10	51	61	1.91	65	56	31	 	49	 	 
1636485	Mason, Makai	813	Yale	11	N/A		-	31	0	595:00	63	139	45.32	17	48	35.42	48	66	72.73	191	6.16	14	55	69	2.23	49	33	20	2	52	 	 
1413072	Sears, Justin	813	Yale	22	Jr	F	6-8	31	30	1012:00	154	301	51.16	2	6	33.33	134	194	69.07	444	14.32	94	140	234	7.55	48	85	34	73	77	7	 
1293391	Townsend, Matt	813	Yale	42	Sr	F	6-7	30	29	827:00	96	182	52.75	1	7	14.29	33	53	62.26	226	7.53	47	63	110	3.67	46	43	11	7	67	1	 
1519601	Dallier, Anthony	813	Yale	01	So	G	6-6	27	0	292:00	20	56	35.71	6	24	25.00	15	21	71.43	61	2.26	16	33	49	1.81	26	15	5	4	23	 	 
1519602	Downey, Sam	813	Yale	44	So	F	6-9	25	0	276:00	38	79	48.10	 	 		11	16	68.75	87	3.48	23	25	48	1.92	1	11	9	5	34	 	 
1425910	Bedart Ghani, Khaliq	813	Yale	10	Jr	G	6-5	21	0	146:00	13	23	56.52	8	15	53.33	11	14	78.57	45	2.14	5	12	17	0.81	8	9	3	3	15	 	 
1636484	Anderson, Eric	813	Yale	05	N/A		-	7	0	43:00	5	9	55.56	1	3	33.33	4	10	40.00	15	2.14	1	6	7	1.00	1	 	2	1	5	 	 
1636486	Russell, Landon	813	Yale	23	N/A		-	6	0	35:00	6	13	46.15	2	7	28.57	2	2	100.00	16	2.67	1	3	4	0.67	2	1	 	 	1	 	 
1413090	Victor, Nick	813	Yale	21	Jr	G	6-5	6	0	42:00	1	6	16.67	 	3	0.00	1	4	25.00	3	0.50	3	11	14	2.33	8	4	2	3	3	 	 
1519603	Edwards, AJ	813	Yale	25	So	G	6-5	5	0	29:00	1	7	14.29	1	7	14.29	3	4	75.00	6	1.20	2	3	5	1.00	4	 	 	 	4	 	 
1279867	Cole, Dj	817	Youngstown St.	11	Sr	G	5-11	32	31	1037:00	98	229	42.79	30	85	35.29	68	102	66.67	294	9.19	10	72	82	2.56	150	87	51	1	69	1	 
1635514	Stewart, Shaun	817	Youngstown St.	00	N/A	G	-	32	3	552:00	52	152	34.21	31	103	30.10	18	26	69.23	153	4.78	14	51	65	2.03	36	21	10	4	40	 	 
1177642	Amiker, Shawn	817	Youngstown St.	04	Sr	G	6-5	32	30	919:00	140	301	46.51	8	25	32.00	82	121	67.77	370	11.56	60	123	183	5.72	30	54	20	13	97	5	 
1409867	Hain, Bobby	817	Youngstown St.	20	Jr	F	6-9	32	32	1018:00	181	352	51.42	7	31	22.58	97	137	70.80	466	14.56	75	163	238	7.44	65	56	18	20	82	9	 
1512343	Keene, Marcus	817	Youngstown St.	10	So	G	5-11	32	32	1117:00	167	372	44.89	91	217	41.94	74	94	78.72	499	15.59	13	100	113	3.53	88	68	35	3	80	 	 
1635517	Vaughn, Osandai	817	Youngstown St.	23	N/A		-	28	17	572:00	60	143	41.96	20	47	42.55	46	61	75.41	186	6.64	27	59	86	3.07	18	24	20	9	57	 	 
1177647	Larson, Fletcher	817	Youngstown St.	25	Sr	F	6-8	26	2	307:00	25	59	42.37	 	 		8	9	88.89	58	2.23	11	30	41	1.58	12	9	3	6	49	 	 
1635515	Umude, Sidney	817	Youngstown St.	05	N/A		-	22	0	227:00	24	51	47.06	 	2	0.00	25	48	52.08	73	3.32	18	27	45	2.05	10	20	8	5	32	 	 
1512344	Johnson, Larry	817	Youngstown St.	32	Sr	F	6-4	22	0	93:00	5	15	33.33	 	 		6	12	50.00	16	0.73	6	16	22	1.00	2	3	4	3	27	 	 
1512341	Plummer, Jalon	817	Youngstown St.	1	So	G	6-5	17	11	336:00	23	77	29.87	8	39	20.51	14	22	63.64	68	4.00	13	28	41	2.41	16	18	9	1	33	 	 
1635518	Morse, Cameron	817	Youngstown St.	24	N/A		-	17	2	265:00	31	73	42.47	13	38	34.21	27	36	75.00	102	6.00	4	17	21	1.24	22	11	13	1	19	 	 
1637426	Warford, Tyler	817	Youngstown St.	14	N/A		-	4	0	8:00	1	2	50.00	 	1	0.00	 	2	0.00	2	0.50	1	1	2	0.50	1	1	1	1	1	 	 
1399154	Neumann, CJ	2915	Wofford	31	Jr	F	6-7	35	3	719:00	48	93	51.61	 	 		44	67	65.67	140	4.00	62	96	158	4.51	26	27	18	7	74	 	 
1281012	Cochran, Karl	2915	Wofford	02	Sr	G	6-1	35	35	1090:00	182	468	38.89	98	268	36.57	48	74	64.86	510	14.57	29	176	205	5.86	94	57	63	36	67	3	 
1281015	Skinner, Lee	2915	Wofford	34	Sr	F	6-6	35	35	1035:00	130	261	49.81	1	3	33.33	84	122	68.85	345	9.86	56	145	201	5.74	72	54	26	4	76	3	 
1399153	Gordon, Justin	2915	Wofford	24	Jr	F	6-7	35	32	743:00	105	192	54.69	1	1	100.00	52	96	54.17	263	7.51	66	75	141	4.03	46	54	19	17	93	 	 
1399155	Collins, Spencer	2915	Wofford	14	Jr	G	6-4	35	35	965:00	140	303	46.20	43	112	38.39	89	112	79.46	412	11.77	21	75	96	2.74	50	47	23	2	60	 	 
1508645	Allen, Jaylen	2915	Wofford	20	So	G	6-3	35	0	618:00	75	171	43.86	40	95	42.11	30	43	69.77	220	6.29	16	45	61	1.74	25	33	29	3	60	 	 
1619616	Brooks, Derrick	2915	Wofford	01	Fr	G	6-2	32	0	304:00	18	50	36.00	2	11	18.18	7	18	38.89	45	1.41	1	30	31	0.97	23	28	8	3	25	 	 
1281016	Swinton, John	2915	Wofford	03	Sr	G	6-1	32	5	358:00	18	43	41.86	4	14	28.57	22	25	88.00	62	1.94	5	24	29	0.91	36	12	10	2	37	 	 
1508646	Garcia, Eric	2915	Wofford	05	So	G	5-11	32	30	860:00	68	158	43.04	32	89	35.96	77	102	75.49	245	7.66	7	56	63	1.97	80	41	20	1	43	 	 
1619619	Jackson, Cameron	2915	Wofford	33	Fr	F	6-8	32	0	265:00	30	53	56.60	 	 		16	21	76.19	76	2.38	15	37	52	1.62	7	11	11	12	48	 	 
1399150	Korkowski, Zach	2915	Wofford	04	Jr	F	6-6	7	0	15:00	2	5	40.00	 	1	0.00	2	2	100.00	6	0.86	 	5	5	0.71	2	 	 	 	4	 	 
1619618	Perez, Bobby	2915	Wofford	11	Fr	G	5-11	7	0	15:00	2	4	50.00	1	1	100.00	2	4	50.00	7	1.00	 	 	 		 	3	1	 	2	 	 
1516575	Tate, Jeremiah	2915	Wofford	12	So	G	6-1	3	0	7:00	 	 		 	 		 	2	0.00	 		 	 	 		 	 	 	 	 	 	 
1508647	Wagenlander, Eric	2915	Wofford	40	So	G	6-2	3	0	6:00	 	1		 	1	0.00	 	 		 		 	1	1	0.33	 	1	 	 	 	 	 
1407355	Wright, D'Andre	719	Tulsa	40	Jr	F	6-9	29	24	618:00	68	179	37.99	11	37	29.73	57	79	72.15	204	7.03	58	75	133	4.59	24	44	6	11	95	 	 
1286198	Swannegan, Brandon	719	Tulsa	44	Jr	F	6-8	29	5	464:00	37	75	49.33	 	 		36	68	52.94	110	3.79	52	60	112	3.86	3	23	14	44	69	1	 
1407350	Ray, Rashad	719	Tulsa	5	Jr	G	5-11	29	7	785:00	62	179	34.64	37	95	38.95	61	77	79.22	222	7.66	7	79	86	2.97	88	34	28	1	54	 	 
1407351	Woodard, James	719	Tulsa	10	Jr	G	6-3	29	29	987:00	131	319	41.07	72	194	37.11	84	118	71.19	418	14.41	13	118	131	4.52	32	37	28	8	49	1	 
1509605	Curtis, Marquel	719	Tulsa	15	Jr	G	6-3	29	22	797:00	78	171	45.61	16	55	29.09	35	53	66.04	207	7.14	23	77	100	3.45	43	55	17	2	41	 	 
1286197	Smith, Rashad	719	Tulsa	1	Jr	G	6-7	29	29	835:00	102	220	46.36	9	35	25.71	42	81	51.85	255	8.79	49	130	179	6.17	21	36	15	14	57	2	 
1407352	Harrison, Shaquille	719	Tulsa	3	Jr	G	6-3	29	29	903:00	140	303	46.20	9	44	20.45	101	158	63.92	390	13.45	29	108	137	4.72	103	67	55	18	69	1	 
1509604	Edogi, Tarekeyi	719	Tulsa	14	So	F	6-8	27	0	203:00	19	31	61.29	 	 		11	30	36.67	49	1.81	20	27	47	1.74	 	9	2	6	25	 	 
1509606	Repichowski, Stevie	719	Tulsa	23	So	G	6-5	21	0	97:00	5	27	18.52	5	24	20.83	5	6	83.33	20	0.95	0	8	8	0.38	 	5	1	 	7	 	 
1625272	Dew, Keondre	719	Tulsa	35	Fr	G	6-8	20	0	114:00	5	24	20.83	 	2	0.00	 	1	0.00	10	0.50	10	19	29	1.45	3	10	1	 	12	 	 
1509607	Ezechinonso, Emmanuel	719	Tulsa	55	Jr	C	6-11	12	0	34:00	1	2	50.00	 	 		2	2	100.00	4	0.33	1	7	8	0.67	 	2	 	 	7	 	 
1625271	Littlejohn, Micah	719	Tulsa	11	Fr	G	6-6	4	0	6:00	1	2	50.00	 	1	0.00	 	 		2	0.50	 	1	1	0.25	 	 	 	 	 	 	 
1407354	Wood, Nick	719	Tulsa	22	Jr	G	6-1	3	0	7:00	1	3	33.33	 	2	0.00	 	 		2	0.67	 	 	 		 	1	 	 	 	 	 
1622749	Pinckney, Keith	718	Tulane	1	Fr	C	6-2	29	0	275:00	28	69	40.58	1	9	11.11	10	21	47.62	67	2.31	2	14	16	0.55	20	30	12	 	17	 	 
1285299	Hook, Jay	718	Tulane	24	Sr	G	6-4	29	29	870:00	101	253	39.92	64	169	37.87	51	63	80.95	317	10.93	28	115	143	4.93	25	34	25	3	52	 	 
1285301	Drye, Tre	718	Tulane	34	Sr	F	6-6	29	29	712:00	49	108	45.37	2	11	18.18	45	80	56.25	145	5.00	59	88	147	5.07	23	41	20	6	79	1	 
1622748	Ostekowski, Dylan	718	Tulane	21	Fr	G	6-9	29	4	636:00	74	144	51.39	6	12	50.00	32	63	50.79	186	6.41	65	77	142	4.90	23	39	17	9	73	 	 
1509374	Henson, Payton	718	Tulane	25	So	F	6-8	29	0	523:00	53	149	35.57	8	52	15.38	51	77	66.23	165	5.69	44	68	112	3.86	20	29	11	12	39	 	 
1509373	Smith, Ryan	718	Tulane	15	So	C	6-11	29	25	303:00	29	58	50.00	 	1	0.00	9	22	40.91	67	2.31	22	40	62	2.14	2	20	5	11	56	 	 
1509368	Stark, Jonathan	718	Tulane	2	So	G	6-0	29	29	921:00	112	303	36.96	28	99	28.28	57	79	72.15	309	10.66	16	52	68	2.34	124	72	38	7	53	1	 
1404411	Mack, Kajon	718	Tulane	3	So	G	6-3	29	1	425:00	38	90	42.22	8	33	24.24	14	18	77.78	98	3.38	8	64	72	2.48	20	30	14	6	42	 	 
1404410	Dabney, Louis	718	Tulane	0	Jr	G	6-3	29	28	927:00	128	328	39.02	57	148	38.51	89	114	78.07	402	13.86	19	78	97	3.34	42	49	32	1	61	 	 
1509372	Hearlihy, Josh	718	Tulane	11	So	F	6-8	20	0	164:00	12	35	34.29	4	13	30.77	3	9	33.33	31	1.55	15	18	33	1.65	11	13	6	1	20	 	 
1622747	Liberman, Aaron	718	Tulane	23	So	C	6-10	12	0	44:00	5	7	71.43	 	 		 	2	0.00	10	0.83	3	2	5	0.42	2	2	1	3	8	 	 
1509370	Reynolds, Cameron	718	Tulane	5	So	G	6-7	9	0	119:00	21	47	44.68	5	17	29.41	 	4	0.00	47	5.22	8	18	26	2.89	11	6	4	 	16	 	 
