game_id	game_date	away_team_id	away_team_name	away_team_minutes	away_team_fgm	away_team_fga	away_team_three_fgm	away_team_three_fga	away_team_ft	away_team_fta	away_team_pts	away_team_offreb	away_team_defreb	away_team_totreb	away_team_ast	away_team_to	away_team_stl	away_team_blk	away_team_fouls	home_team_id	home_team_name	home_team_minutes	home_team_fgm	home_team_fga	home_team_three_fgm	home_team_three_fga	home_team_ft	home_team_fta	home_team_pts	home_team_offreb	home_team_defreb	home_team_totreb	home_team_ast	home_team_to	home_team_stl	home_team_blk	home_team_fouls	neutral_site
232361	3/17/11	2915	Wofford	35288:00:00	22	56	4	19	18	24	66	7	29	36	12	13	4	4	20	77	BYU	35288:00:00	24	61	6	22	20	24	74	10	29	39	14	10	9	1	22	1
232413	3/17/11	456	UNC Asheville	35288:00:00	17	55	3	19	14	19	51	9	18	27	9	10	7	6	21	545	Pittsburgh	35288:00:00	25	59	8	19	16	25	74	22	28	50	18	12	4	1	16	1
232430	3/17/11	104	UC Santa Barbara	35288:00:00	17	47	5	19	12	18	51	8	18	26	8	17	7	3	17	235	Florida	35288:00:00	29	53	8	23	13	17	79	9	26	35	22	12	11	2	15	1
232390	3/17/11	539	Penn St.	35288:00:00	26	54	8	19	4	6	64	8	18	26	12	9	4	0	13	690	Temple	35288:00:00	24	49	5	18	13	15	66	8	20	28	10	10	6	5	13	1
232359	3/17/11	83	Bucknell	35288:00:00	16	51	7	21	13	15	52	1	22	23	6	5	3	1	10	164	UConn	35288:00:00	32	66	9	24	8	9	81	13	36	49	20	6	5	6	13	1
232310	3/17/11	523	Old Dominion	35288:00:00	16	45	5	15	21	27	58	13	16	29	8	15	9	2	17	87	Butler	35288:00:00	22	54	7	26	9	11	60	18	14	32	11	15	8	1	21	1
232332	3/17/11	444	Morehead St.	35288:00:00	21	57	9	19	11	18	62	17	24	41	11	18	12	1	13	367	Louisville	35288:00:00	22	48	10	25	7	16	61	6	23	29	14	16	14	7	18	1
232331	3/17/11	147	Clemson	35288:00:00	25	58	5	21	21	26	76	13	18	31	15	9	5	3	24	768	West Virginia	35288:00:00	27	55	5	13	25	31	84	14	23	37	15	11	6	1	21	1
232386	3/17/11	260	Gonzaga	35288:00:00	28	52	9	15	21	26	86	12	31	43	20	15	6	2	15	603	St. John's (NY)	35288:00:00	27	58	7	15	10	15	71	5	15	20	9	10	10	4	22	1
232385	3/17/11	554	Princeton	35288:00:00	24	52	3	14	6	7	57	8	20	28	8	6	8	2	11	334	Kentucky	35288:00:00	24	47	5	11	6	11	59	6	20	26	12	9	5	7	8	1
232363	3/17/11	416	Michigan St.	35288:00:00	25	62	10	25	16	21	76	15	21	36	20	16	9	8	28	110	UCLA	35288:00:00	22	48	4	11	30	47	78	13	26	39	13	16	7	8	20	1
232364	3/17/11	731	Utah St.	35288:00:00	23	50	6	18	16	21	68	8	21	29	10	12	2	2	25	327	Kansas St.	35288:00:00	22	54	5	17	24	28	73	12	21	33	14	11	2	1	17	1
232365	3/17/11	502	Northern Colo.	35288:00:00	19	56	8	22	4	8	50	9	24	33	8	9	2	0	7	626	San Diego St.	35288:00:00	27	66	9	22	5	8	68	15	30	45	11	4	5	5	8	1
232366	3/17/11	14927	Belmont	35288:00:00	18	49	6	22	16	22	58	6	16	22	12	7	7	0	21	796	Wisconsin	35288:00:00	20	40	12	22	20	25	72	6	27	33	13	13	3	2	17	1
232367	3/17/11	575	Richmond	35288:00:00	26	56	12	24	5	12	69	10	17	27	14	3	4	9	18	736	Vanderbilt	35288:00:00	23	46	6	13	14	23	66	11	25	36	12	7	1	2	14	1
232530	3/17/11	434	Missouri	35288:00:00	24	63	6	19	9	13	63	15	16	31	15	9	7	3	18	140	Cincinnati	35288:00:00	29	54	4	11	16	22	78	13	23	36	14	11	3	2	15	1
232590	3/18/11	694	Tennessee	35288:00:00	15	43	3	18	12	16	45	6	20	26	10	18	4	5	13	418	Michigan	35288:00:00	33	64	9	26	0	1	75	12	24	36	20	11	5	2	17	1
232650	3/18/11	739	Villanova	35288:00:00	19	52	7	22	12	17	57	10	25	35	10	9	5	5	19	248	George Mason	35288:00:00	21	52	4	14	15	24	61	12	24	36	12	9	3	1	15	1
232710	3/18/11	706	UTSA	35288:00:00	18	53	4	17	6	7	46	11	15	26	6	13	7	0	13	518	Ohio St.	35288:00:00	29	52	12	24	5	8	75	11	24	35	26	13	5	3	9	1
232751	3/18/11	617	Saint Peter's	35288:00:00	17	58	5	21	4	6	43	9	19	28	9	14	10	2	19	559	Purdue	35288:00:00	23	54	5	15	14	17	65	14	33	47	12	16	7	3	13	1
232750	3/18/11	270	Hampton	35288:00:00	19	55	4	14	3	7	45	9	20	29	4	17	2	1	17	193	Duke	35288:00:00	32	60	9	19	14	16	87	9	29	38	17	9	9	4	11	1
232770	3/18/11	301	Illinois	35288:00:00	28	47	7	13	10	14	73	5	28	33	21	15	3	2	17	465	UNLV	35288:00:00	21	54	7	24	13	19	62	8	17	25	10	9	8	0	16	1
232790	3/18/11	305	Indiana St.	35288:00:00	22	55	7	21	9	14	60	10	15	25	13	14	7	1	24	688	Syracuse	35288:00:00	23	44	7	16	24	31	77	9	26	35	17	15	8	4	16	1
232630	3/18/11	404	Memphis	35288:00:00	26	53	6	15	17	24	75	10	23	33	16	15	7	1	24	29	Arizona	35288:00:00	23	50	5	19	26	31	77	8	21	29	11	14	8	2	21	1
233750	3/18/11	5	Akron	35288:00:00	23	64	7	21	3	6	56	8	24	32	10	8	6	4	21	513	Notre Dame	35288:00:00	21	47	7	17	20	26	69	6	35	41	16	14	5	5	11	1
