game_id	game_date	site	team_id	team_name	team_minutes	team_fgm	team_fga	team_three_fgm	team_three_fga	team_ft	team_fta	team_pts	team_offreb	team_defreb	team_totreb	team_ast	team_to	team_stl	team_blk	team_fouls
1456054	12/29/2012	Away	0	Virginia Intermont	200:00	20	59	4	19	15	29	59	13	22	35	10	17	4	7	16
1456054	12/29/2012	Home	48	Charleston So.	200:00	37	73	15	28	16	21	105	17	34	51	21	12	7	5	20
1533312	01/24/2013	Away	559	Purdue	200:00	21	54	7	22	4	7	53	11	18	29	12	12	2	3	14
1533312	01/24/2013	Home	418	Michigan	200:00	27	55	7	16	7	10	68	12	23	35	11	10	6	5	9
1792832	03/02/2013	Away	609	Saint Louis	200:00	20	48	5	14	21	24	66	9	25	34	8	16	8	5	19
1792832	03/02/2013	Home	249	George Washington	200:00	24	58	2	7	8	15	58	11	21	32	12	14	9	6	24
1357701	11/13/2012	Away	600	Saint Francis (PA)	200:00	24	58	8	22	13	25	69	12	22	34	6	11	3	2	16
1357701	11/13/2012	Home	482	Niagara	200:00	32	62	10	28	12	18	86	13	32	45	14	12	5	1	20
1722112	02/23/2013	Away	97	Cal St. Fullerton	200:00	19	42	6	18	19	28	63	6	25	31	9	10	5	3	17
1722112	02/23/2013	Home	26172	A&M-Corpus; Chris	200:00	22	47	5	18	8	13	57	5	24	29	17	13	5	3	21
1357706	11/13/2012	Away	7	Alabama St.	200:00	23	63	6	24	4	10	56	12	16	28	11	15	6	1	14
1357706	11/13/2012	Home	128	UCF	200:00	36	55	5	12	8	15	85	6	29	35	25	15	9	7	10
